num,neutral,positive,negative,skip,mark,adj,caps_lock,exclamation_mark,label
751,0.7057950496673584,0.0,0.14034625887870789,0.0,0,0,0,1,ЛОЖЬ
752,0.5621865391731262,0.0,0.3140605390071869,0.0,0,0,0,0,ЛОЖЬ
753,0.5156299471855164,0.0,0.19194278120994568,0.0,1,1,0,0,ЛОЖЬ
754,0.6001983880996704,0.0,0.20182321965694427,0.0,0,0,0,0,ЛОЖЬ
755,0.5544804334640503,0.0,0.18714269995689392,0.0,0,1,0,0,ЛОЖЬ
756,0.6723417043685913,0.0,0.16452647745609283,0.0,0,0,0,0,ЛОЖЬ
757,0.3998216390609741,0.0,0.24509501457214355,0.0,0,1,1,0,ЛОЖЬ
758,0.5544804334640503,0.0,0.2689514458179474,0.0,0,0,0,0,ЛОЖЬ
759,0.5775054097175598,0.0,0.14034625887870789,0.0,0,0,0,1,ЛОЖЬ
760,0.4921981394290924,0.0,0.3629792034626007,0.0,0,0,1,0,ЛОЖЬ
761,0.3923468291759491,0.0,0.287777841091156,0.0,0,0,0,6,ЛОЖЬ
762,0.538993239402771,0.0,0.19194278120994568,0.0,0,3,0,3,ЛОЖЬ
763,0.59267657995224,0.0,0.1778208613395691,0.0,1,0,0,3,ЛОЖЬ
764,0.5544804334640503,0.0,0.3140605390071869,0.0,0,2,0,0,ЛОЖЬ
765,0.4225146472454071,0.0,0.26285186409950256,0.0,0,0,0,1,ЛОЖЬ
766,0.6723417043685913,0.0,0.1520422399044037,0.0,0,0,0,0,ЛОЖЬ
767,0.4378334879875183,0.0,0.29422497749328613,0.0,4,1,0,0,ЛОЖЬ
768,0.4378334879875183,0.0,0.30736804008483887,0.0,4,4,0,0,ЛОЖЬ
769,0.4843900501728058,0.0,0.21207880973815918,0.0,1,0,0,0,ЛОЖЬ
770,0.5544804334640503,0.0,0.23371636867523193,0.0,1,3,0,0,ЛОЖЬ
771,0.5698626637458801,0.0,0.3007555902004242,0.0,0,0,0,1,ЛОЖЬ
772,0.6654205918312073,0.0,0.21207880973815918,0.0,1,2,1,4,ЛОЖЬ
773,0.6001983880996704,0.0,0.21207880973815918,0.0,1,1,0,8,ЛОЖЬ
774,0.7310686111450195,0.0,0.14415885508060455,0.0,1,0,0,2,ЛОЖЬ
775,0.5156299471855164,0.0,0.16027602553367615,0.0,1,1,0,0,ЛОЖЬ
776,0.5544804334640503,0.0,0.22271016240119934,0.0,2,0,0,0,ЛОЖЬ
777,0.5544804334640503,0.0,0.20690405368804932,0.0,0,0,0,0,ЛОЖЬ
778,0.4225146472454071,0.0,0.320831298828125,0.0,0,3,0,0,ЛОЖЬ
779,0.6926519870758057,0.0,0.20182321965694427,0.0,0,0,0,0,ЛОЖЬ
780,0.5775054097175598,0.0,0.22271016240119934,0.0,0,0,0,2,ЛОЖЬ
781,0.607673168182373,0.0,0.20690405368804932,0.0,0,0,0,0,ЛОЖЬ
782,0.538993239402771,0.0,0.21734751760959625,0.0,0,0,0,0,ЛОЖЬ
783,0.5775054097175598,0.0,0.23935934901237488,0.0,0,4,0,0,ЛОЖЬ
784,0.5775054097175598,0.0,0.275139719247818,0.0,0,1,0,1,ЛОЖЬ
785,0.6224693655967712,0.0,0.320831298828125,0.0,1,0,0,0,ЛОЖЬ
786,0.44553956389427185,0.0,0.3276783227920532,0.0,0,0,0,0,ЛОЖЬ
787,0.546748161315918,0.0,0.2814156115055084,0.0,0,4,0,0,ЛОЖЬ
788,0.754925012588501,0.0,0.15611489117145538,0.0,8,2,0,11,ЛОЖЬ
789,0.7371681928634644,0.0,0.22271016240119934,0.0,0,1,0,0,ЛОЖЬ
790,0.585111141204834,0.0,0.19194278120994568,0.0,1,0,0,11,ЛОЖЬ
791,0.6001983880996704,0.0,0.1968362182378769,0.0,0,0,0,0,ЛОЖЬ
792,0.3775506913661957,0.0,0.24509501457214355,0.0,0,0,0,0,ЛОЖЬ
793,0.5000100135803223,0.0,0.21734751760959625,0.0,1,1,0,0,ЛОЖЬ
794,0.546748161315918,0.0,0.2568419873714447,0.0,0,0,0,1,ЛОЖЬ
795,0.6370407938957214,0.0,0.21207880973815918,0.0,1,1,0,9,ЛОЖЬ
796,0.6584275364875793,0.0,0.20182321965694427,0.0,0,0,0,0,ЛОЖЬ
797,0.46102678775787354,0.0,0.320831298828125,0.0,0,2,0,0,ЛОЖЬ
798,0.607673168182373,0.0,0.15611489117145538,0.0,0,0,0,1,ЛОЖЬ
799,0.6926519870758057,0.0,0.21734751760959625,0.0,0,1,0,2,ЛОЖЬ
800,0.3702353835105896,0.0,0.30736804008483887,0.0,3,3,0,0,ЛОЖЬ
801,0.5156299471855164,0.0,0.26285186409950256,0.0,0,2,0,0,ЛОЖЬ
802,0.546748161315918,0.0,0.23935934901237488,0.0,2,0,0,4,ЛОЖЬ
803,0.7186043858528137,0.0,0.24509501457214355,0.0,0,1,0,0,ЛОЖЬ
804,0.5078218579292297,0.0,0.287777841091156,0.0,0,0,0,0,ЛОЖЬ
805,0.38492217659950256,0.0,0.275139719247818,0.0,1,1,0,2,ЛОЖЬ
806,0.538993239402771,0.0,0.23371636867523193,0.0,0,8,0,1,ЛОЖЬ
807,0.5312193632125854,0.0,0.21207880973815918,0.0,0,1,0,0,ЛОЖЬ
808,0.3775506913661957,0.0,0.22271016240119934,0.0,0,1,0,2,ЛОЖЬ
809,0.4532718360424042,0.0,0.20182321965694427,0.0,0,0,0,0,ЛОЖЬ
810,0.4765896201133728,0.0,0.23935934901237488,0.0,0,2,0,1,ЛОЖЬ
811,0.523430347442627,0.0,0.3007555902004242,0.0,0,0,0,0,ЛОЖЬ
812,0.523430347442627,0.0,0.2568419873714447,0.0,1,0,0,0,ЛОЖЬ
813,0.585111141204834,0.0,0.21734751760959625,0.0,1,0,0,0,ЛОЖЬ
814,0.3998216390609741,0.0,0.19194278120994568,0.0,0,6,0,0,ЛОЖЬ
815,0.44553956389427185,0.0,0.38492217659950256,0.0,1,1,0,0,ЛОЖЬ
816,0.5621865391731262,0.0,0.26285186409950256,0.0,0,0,1,1,ЛОЖЬ
817,0.5312193632125854,0.0,0.2509227991104126,0.0,1,0,2,5,ЛОЖЬ
818,0.5000100135803223,0.0,0.1778208613395691,0.0,0,0,0,0,ЛОЖЬ
819,0.44553956389427185,0.0,0.29422497749328613,0.0,2,1,0,0,ЛОЖЬ
820,0.5000100135803223,0.0,0.2568419873714447,0.0,0,0,0,0,ЛОЖЬ
821,0.6370407938957214,0.0,0.23935934901237488,0.0,0,0,0,2,ЛОЖЬ
822,0.5775054097175598,0.0,0.3140605390071869,0.0,0,0,0,1,ЛОЖЬ
823,0.275139719247818,0.0,0.0,0.3140605390071869,0,0,0,0,ЛОЖЬ
824,0.3557848632335663,0.0,0.4301573634147644,0.0,0,0,0,0,ЛОЖЬ
825,0.5698626637458801,0.0,0.23935934901237488,0.0,1,1,0,0,ЛОЖЬ
826,0.7122421860694885,0.0,0.1968362182378769,0.0,0,0,0,3,ЛОЖЬ
827,0.585111141204834,0.0,0.19194278120994568,0.0,1,0,0,0,ЛОЖЬ
828,0.546748161315918,0.0,0.19194278120994568,0.0,0,0,0,0,ЛОЖЬ
829,0.4301573634147644,0.0,0.22816647589206696,0.0,1,0,0,1,ЛОЖЬ
830,0.6654205918312073,0.0,0.29422497749328613,0.0,1,0,0,0,ЛОЖЬ
831,0.6150978803634644,0.0,0.19194278120994568,0.0,0,1,0,1,ЛОЖЬ
832,0.6001983880996704,0.0,0.3007555902004242,0.0,0,0,0,0,ЛОЖЬ
833,0.8634016513824463,0.0,0.18714269995689392,0.0,0,0,0,0,ЛОЖЬ
834,0.546748161315918,0.0,0.2509227991104126,0.0,1,1,0,0,ЛОЖЬ
835,0.523430347442627,0.0,0.26285186409950256,0.0,0,1,0,0,ЛОЖЬ
836,0.59267657995224,0.0,0.20690405368804932,0.0,1,0,0,1,ЛОЖЬ
837,0.3702353835105896,0.0,0.3140605390071869,0.0,0,0,0,0,ЛОЖЬ
838,0.6001983880996704,0.0,0.21207880973815918,0.0,1,0,0,3,ЛОЖЬ
839,0.523430347442627,0.0,0.16027602553367615,0.0,0,0,0,0,ЛОЖЬ
840,0.4225146472454071,0.0,0.2509227991104126,0.0,0,1,0,0,ЛОЖЬ
841,0.7431780099868774,0.0,0.19194278120994568,0.0,0,0,0,0,ЛОЖЬ
842,0.4378334879875183,0.0,0.3140605390071869,0.0,0,0,0,0,ЛОЖЬ
843,0.4843900501728058,0.0,0.23935934901237488,0.0,0,4,1,7,ЛОЖЬ
844,0.4688006341457367,0.0,0.22271016240119934,0.0,0,0,0,0,ЛОЖЬ
845,0.585111141204834,0.0,0.2689514458179474,0.0,0,0,0,0,ЛОЖЬ
846,0.538993239402771,0.0,0.2814156115055084,0.0,0,1,0,0,ЛОЖЬ
847,0.5000100135803223,0.0,0.18714269995689392,0.0,0,0,0,0,ЛОЖЬ
848,0.4921981394290924,0.0,0.26285186409950256,0.0,0,0,0,0,ЛОЖЬ
849,0.4921981394290924,0.0,0.275139719247818,0.0,0,1,0,0,ЛОЖЬ
850,0.7606606483459473,0.0,0.22816647589206696,0.0,0,0,0,0,ЛОЖЬ
851,0.6723417043685913,0.0,0.2814156115055084,0.0,1,0,0,0,ЛОЖЬ
852,0.5312193632125854,0.0,0.21734751760959625,0.0,0,1,1,5,ЛОЖЬ
853,0.546748161315918,0.0,0.2689514458179474,0.0,0,1,0,0,ЛОЖЬ
854,0.8267217874526978,0.0,0.23371636867523193,0.0,0,0,0,0,ЛОЖЬ
855,0.6442351341247559,0.0,0.23371636867523193,0.0,1,0,0,0,ЛОЖЬ
856,0.41490885615348816,0.0,0.3007555902004242,0.0,0,0,0,2,ЛОЖЬ
857,0.5698626637458801,0.0,0.16886694729328156,0.0,0,0,0,0,ЛОЖЬ
858,0.4765896201133728,0.0,0.29422497749328613,0.0,1,2,0,1,ЛОЖЬ
859,0.3998216390609741,0.0,0.2568419873714447,0.0,0,0,0,0,ЛОЖЬ
860,0.6224693655967712,0.0,0.22271016240119934,0.0,1,0,0,0,ЛОЖЬ
861,0.7826725244522095,0.0,0.14805719256401062,0.0,1,1,0,7,ЛОЖЬ
862,0.3702353835105896,0.0,0.3007555902004242,0.0,0,0,0,0,ЛОЖЬ
863,0.5775054097175598,0.0,0.21207880973815918,0.0,1,1,0,2,ЛОЖЬ
864,0.538993239402771,0.0,0.287777841091156,0.0,0,0,0,0,ЛОЖЬ
865,0.5698626637458801,0.0,0.16452647745609283,0.0,0,0,0,0,ЛОЖЬ
866,0.6370407938957214,0.0,0.21207880973815918,0.0,0,0,0,0,ЛОЖЬ
867,0.6150978803634644,0.0,0.24509501457214355,0.0,1,0,0,7,ЛОЖЬ
868,0.4843900501728058,0.0,0.23935934901237488,0.0,1,0,0,0,ЛОЖЬ
869,0.5775054097175598,0.0,0.21207880973815918,0.0,0,0,0,0,ЛОЖЬ
870,0.607673168182373,0.0,0.2814156115055084,0.0,0,0,0,0,ЛОЖЬ
871,0.6150978803634644,0.0,0.1778208613395691,0.0,0,1,0,2,ЛОЖЬ
872,0.59267657995224,0.0,0.13661839067935944,0.0,1,0,0,0,ЛОЖЬ
873,0.4225146472454071,0.0,0.21734751760959625,0.0,1,2,0,0,ЛОЖЬ
874,0.4921981394290924,0.0,0.20182321965694427,0.0,0,0,0,0,ЛОЖЬ
875,0.6513648629188538,0.0,0.16452647745609283,0.0,1,0,0,0,ЛОЖЬ
876,0.5000100135803223,0.0,0.320831298828125,0.0,0,3,0,0,ЛОЖЬ
877,0.41490885615348816,0.0,0.26285186409950256,0.0,0,1,0,0,ЛОЖЬ
878,0.4225146472454071,0.0,0.2814156115055084,0.0,0,0,0,0,ЛОЖЬ
879,0.5000100135803223,0.0,0.30736804008483887,0.0,0,0,0,0,ЛОЖЬ
880,0.6654205918312073,0.0,0.16886694729328156,0.0,0,4,0,0,ЛОЖЬ
881,0.4688006341457367,0.0,0.2568419873714447,0.0,0,3,0,0,ЛОЖЬ
882,0.5698626637458801,0.0,0.21734751760959625,0.0,0,0,0,1,ЛОЖЬ
883,0.3923468291759491,0.0,0.26285186409950256,0.0,0,0,0,0,ЛОЖЬ
884,0.6150978803634644,0.0,0.1824355274438858,0.0,0,0,0,6,ЛОЖЬ
885,0.5775054097175598,0.0,0.3140605390071869,0.0,0,0,0,0,ЛОЖЬ
886,0.6654205918312073,0.0,0.21207880973815918,0.0,1,2,1,4,ЛОЖЬ
887,0.4843900501728058,0.0,0.2568419873714447,0.0,1,3,0,0,ЛОЖЬ
888,0.59267657995224,0.0,0.2509227991104126,0.0,0,0,0,0,ЛОЖЬ
889,0.6584275364875793,0.0,0.1778208613395691,0.0,0,0,0,0,ЛОЖЬ
890,0.40734341740608215,0.0,0.3415925204753876,0.0,0,0,0,0,ЛОЖЬ
891,0.5621865391731262,0.0,0.1778208613395691,0.0,1,0,0,0,ЛОЖЬ
892,0.4688006341457367,0.0,0.2689514458179474,0.0,2,0,0,0,ЛОЖЬ
893,0.6150978803634644,0.0,0.20690405368804932,0.0,1,0,0,1,ЛОЖЬ
894,0.6654205918312073,0.0,0.2568419873714447,0.0,0,0,0,0,ЛОЖЬ
895,0.40734341740608215,0.0,0.275139719247818,0.0,2,0,0,0,ЛОЖЬ
896,0.6297846436500549,0.0,0.23935934901237488,0.0,1,2,0,1,ЛОЖЬ
897,0.7371681928634644,0.0,0.14415885508060455,0.0,0,1,0,1,ЛОЖЬ
898,0.607673168182373,0.0,0.23935934901237488,0.0,0,0,0,1,ЛОЖЬ
899,0.5775054097175598,0.0,0.1732981950044632,0.0,0,0,0,2,ЛОЖЬ
900,0.3923468291759491,0.0,0.18714269995689392,0.0,0,0,0,3,ЛОЖЬ
901,0.59267657995224,0.0,0.13661839067935944,0.0,0,2,0,3,ЛОЖЬ
902,0.523430347442627,0.0,0.0,0.41490885615348816,0,0,0,0,ЛОЖЬ
903,0.7186043858528137,0.0,0.11597072333097458,0.0,0,0,0,1,ЛОЖЬ
904,0.4765896201133728,0.0,0.3140605390071869,0.0,6,0,0,1,ЛОЖЬ
905,0.5698626637458801,0.0,0.16027602553367615,0.0,0,0,0,2,ЛОЖЬ
906,0.59267657995224,0.0,0.22271016240119934,0.0,0,0,0,0,ЛОЖЬ
907,0.6723417043685913,0.0,0.16886694729328156,0.0,0,0,0,0,ЛОЖЬ
908,0.5078218579292297,0.0,0.2689514458179474,0.0,0,4,0,1,ЛОЖЬ
909,0.4921981394290924,0.0,0.2509227991104126,0.0,0,1,0,0,ЛОЖЬ
910,0.59267657995224,0.0,0.21207880973815918,0.0,0,0,0,0,ЛОЖЬ
911,0.3923468291759491,0.0,0.26285186409950256,0.0,0,0,0,0,ЛОЖЬ
912,0.4301573634147644,0.0,0.3007555902004242,0.0,0,0,0,0,ЛОЖЬ
913,0.38492217659950256,0.0,0.275139719247818,0.0,1,1,0,0,ЛОЖЬ
914,0.44553956389427185,0.0,0.275139719247818,0.0,0,0,0,0,ЛОЖЬ
915,0.5775054097175598,0.0,0.2689514458179474,0.0,0,0,0,1,ЛОЖЬ
916,0.59267657995224,0.0,0.20690405368804932,0.0,1,0,0,0,ЛОЖЬ
917,0.7431780099868774,0.0,0.1520422399044037,0.0,0,1,0,2,ЛОЖЬ
918,0.4921981394290924,0.0,0.29422497749328613,0.0,1,1,0,0,ЛОЖЬ
919,0.5078218579292297,0.16027602553367615,0.0,0.0,0,0,1,0,ЛОЖЬ
920,0.4532718360424042,0.0,0.275139719247818,0.0,0,3,0,1,ЛОЖЬ
921,0.585111141204834,0.0,0.22816647589206696,0.0,0,0,0,0,ЛОЖЬ
922,0.44553956389427185,0.0,0.2568419873714447,0.0,1,0,0,0,ЛОЖЬ
923,0.5698626637458801,0.0,0.1778208613395691,0.0,0,0,0,0,ЛОЖЬ
924,0.5156299471855164,0.0,0.3007555902004242,0.0,0,0,0,1,ЛОЖЬ
925,0.5312193632125854,0.0,0.2689514458179474,0.0,1,0,0,0,ЛОЖЬ
926,0.4532718360424042,0.0,0.2568419873714447,0.0,2,0,0,0,ЛОЖЬ
927,0.4301573634147644,0.0,0.287777841091156,0.0,2,1,0,0,ЛОЖЬ
928,0.546748161315918,0.0,0.22271016240119934,0.0,2,1,0,0,ЛОЖЬ
929,0.4688006341457367,0.0,0.22816647589206696,0.0,0,0,0,0,ЛОЖЬ
930,0.4765896201133728,0.0,0.2814156115055084,0.0,3,1,0,0,ЛОЖЬ
931,0.38492217659950256,0.0,0.2814156115055084,0.0,1,0,0,0,ЛОЖЬ
932,0.59267657995224,0.0,0.21734751760959625,0.0,0,0,0,0,ЛОЖЬ
933,0.5312193632125854,0.0,0.2814156115055084,0.0,0,1,0,0,ЛОЖЬ
934,0.6001983880996704,0.0,0.1778208613395691,0.0,0,0,0,1,ЛОЖЬ
935,0.6992644667625427,0.0,0.21734751760959625,0.0,2,2,0,1,ЛОЖЬ
936,0.4843900501728058,0.0,0.20690405368804932,0.0,1,0,0,0,ЛОЖЬ
937,0.40734341740608215,0.0,0.2568419873714447,0.0,0,0,0,0,ЛОЖЬ
938,0.4688006341457367,0.0,0.21207880973815918,0.0,1,2,0,5,ЛОЖЬ
939,0.6224693655967712,0.0,0.21207880973815918,0.0,0,0,0,0,ЛОЖЬ
940,0.38492217659950256,0.0,0.3276783227920532,0.0,0,0,0,0,ЛОЖЬ
941,0.6224693655967712,0.0,0.13297423720359802,0.0,0,0,0,0,ЛОЖЬ
942,0.30736804008483887,0.0,0.3702353835105896,0.0,1,0,0,0,ЛОЖЬ
943,0.5621865391731262,0.0,0.21734751760959625,0.0,0,1,0,0,ЛОЖЬ
944,0.5156299471855164,0.0,0.33459946513175964,0.0,0,0,0,0,ЛОЖЬ
945,0.4843900501728058,0.0,0.3276783227920532,0.0,0,3,0,0,ЛОЖЬ
946,0.538993239402771,0.0,0.23371636867523193,0.0,0,1,0,0,ЛОЖЬ
947,0.275139719247818,0.0,0.2689514458179474,0.0,0,1,0,0,ЛОЖЬ
948,0.4301573634147644,0.0,0.4301573634147644,0.0,0,3,0,0,ЛОЖЬ
949,0.3415925204753876,0.0,0.3557848632335663,0.0,0,0,0,0,ЛОЖЬ
950,0.4688006341457367,0.0,0.30736804008483887,0.0,0,3,0,0,ЛОЖЬ
951,0.4688006341457367,0.0,0.22271016240119934,0.0,0,0,0,6,ЛОЖЬ
952,0.4765896201133728,0.0,0.3276783227920532,0.0,0,1,0,0,ЛОЖЬ
953,0.4688006341457367,0.0,0.30736804008483887,0.0,0,1,0,2,ЛОЖЬ
954,0.5698626637458801,0.0,0.275139719247818,0.0,0,1,0,1,ЛОЖЬ
955,0.754925012588501,0.0,0.16886694729328156,0.0,2,1,0,4,ЛОЖЬ
956,0.5621865391731262,0.0,0.1968362182378769,0.0,0,0,0,1,ЛОЖЬ
957,0.5000100135803223,0.0,0.320831298828125,0.0,0,0,0,1,ЛОЖЬ
958,0.7057950496673584,0.0,0.16886694729328156,0.0,0,7,0,0,ЛОЖЬ
959,0.6654205918312073,0.0,0.1520422399044037,0.0,0,0,0,0,ЛОЖЬ
960,0.5000100135803223,0.0,0.24509501457214355,0.0,10,1,0,0,ЛОЖЬ
961,0.7931159734725952,0.0,0.1520422399044037,0.0,1,0,0,0,ЛОЖЬ
962,0.4765896201133728,0.0,0.21734751760959625,0.0,1,2,0,0,ЛОЖЬ
963,0.7490972280502319,0.0,0.23371636867523193,0.0,0,3,0,1,ЛОЖЬ
964,0.59267657995224,0.0,0.2568419873714447,0.0,3,1,0,0,ЛОЖЬ
965,0.38492217659950256,0.1968362182378769,0.0,0.0,0,1,1,3,ЛОЖЬ
966,0.5698626637458801,0.0,0.2509227991104126,0.0,0,0,0,0,ЛОЖЬ
967,0.40734341740608215,0.0,0.29422497749328613,0.0,1,0,0,0,ЛОЖЬ
968,0.5078218579292297,0.0,0.3140605390071869,0.0,1,4,0,0,ЛОЖЬ
969,0.348655104637146,0.0,0.30736804008483887,0.0,0,0,0,0,ЛОЖЬ
970,0.59267657995224,0.0,0.1732981950044632,0.0,1,0,0,4,ЛОЖЬ
971,0.6001983880996704,0.0,0.0,0.3415925204753876,0,0,0,0,ЛОЖЬ
972,0.585111141204834,0.0,0.21734751760959625,0.0,1,0,0,0,ЛОЖЬ
973,0.6001983880996704,0.0,0.2568419873714447,0.0,7,2,0,0,ЛОЖЬ
974,0.3775506913661957,0.0,0.23935934901237488,0.0,0,3,0,4,ЛОЖЬ
975,0.3415925204753876,0.0,0.33459946513175964,0.0,0,1,0,1,ЛОЖЬ
976,0.6370407938957214,0.0,0.23371636867523193,0.0,0,0,0,1,ЛОЖЬ
977,0.3557848632335663,0.0,0.275139719247818,0.0,0,3,0,0,ЛОЖЬ
978,0.546748161315918,0.0,0.20690405368804932,0.0,0,2,0,10,ЛОЖЬ
979,0.3276783227920532,0.0,0.33459946513175964,0.0,1,2,0,0,ЛОЖЬ
980,0.3415925204753876,0.0,0.30736804008483887,0.0,3,3,0,1,ЛОЖЬ
981,0.5312193632125854,0.0,0.20182321965694427,0.0,0,2,1,3,ЛОЖЬ
982,0.5775054097175598,0.0,0.2509227991104126,0.0,1,8,1,4,ЛОЖЬ
983,0.6513648629188538,0.0,0.2689514458179474,0.0,1,1,0,1,ЛОЖЬ
984,0.607673168182373,0.0,0.33459946513175964,0.0,0,0,0,0,ЛОЖЬ
985,0.538993239402771,0.0,0.2568419873714447,0.0,1,2,0,0,ЛОЖЬ
986,0.41490885615348816,0.0,0.3140605390071869,0.0,1,1,0,0,ЛОЖЬ
987,0.6584275364875793,0.0,0.16886694729328156,0.0,0,1,0,2,ЛОЖЬ
988,0.4301573634147644,0.0,0.275139719247818,0.0,1,1,0,0,ЛОЖЬ
989,0.5698626637458801,0.0,0.24509501457214355,0.0,0,0,1,2,ЛОЖЬ
990,0.6859594583511353,0.0,0.2568419873714447,0.0,0,0,0,0,ЛОЖЬ
991,0.5775054097175598,0.0,0.23371636867523193,0.0,1,6,0,1,ЛОЖЬ
992,0.5312193632125854,0.0,0.24509501457214355,0.0,2,2,0,0,ЛОЖЬ
993,0.5621865391731262,0.0,0.26285186409950256,0.0,0,17,0,2,ЛОЖЬ
994,0.5698626637458801,0.0,0.18714269995689392,0.0,1,0,0,1,ЛОЖЬ
995,0.4843900501728058,0.0,0.275139719247818,0.0,2,0,0,0,ЛОЖЬ
996,0.46102678775787354,0.0,0.2814156115055084,0.0,0,0,0,0,ЛОЖЬ
997,0.4765896201133728,0.0,0.2509227991104126,0.0,0,1,0,1,ЛОЖЬ
998,0.5078218579292297,0.0,0.1968362182378769,0.0,0,0,0,1,ЛОЖЬ
999,0.6791887283325195,0.0,0.23935934901237488,0.0,1,0,1,0,ЛОЖЬ
1000,0.4532718360424042,0.0,0.19194278120994568,0.0,0,1,0,0,ЛОЖЬ
1001,0.5698626637458801,0.0,0.2568419873714447,0.0,2,6,0,0,ЛОЖЬ
1002,0.4378334879875183,0.0,0.22816647589206696,0.0,0,2,0,1,ЛОЖЬ
1003,0.4225146472454071,0.0,0.3415925204753876,0.0,0,4,0,1,ЛОЖЬ
1004,0.3775506913661957,0.0,0.2568419873714447,0.0,0,2,0,0,ЛОЖЬ
1005,0.5544804334640503,0.0,0.3140605390071869,0.0,0,0,0,2,ЛОЖЬ
1006,0.9951046109199524,0.0,0.0,0.07370626926422119,0,0,0,0,ЛОЖЬ
1007,0.6001983880996704,0.0,0.23371636867523193,0.0,1,0,0,1,ЛОЖЬ
1008,0.585111141204834,0.0,0.26285186409950256,0.0,0,0,0,0,ЛОЖЬ
1009,0.6224693655967712,0.0,0.16452647745609283,0.0,0,0,0,3,ЛОЖЬ
1010,0.6370407938957214,0.0,0.2509227991104126,0.0,2,0,1,1,ЛОЖЬ
1011,0.6001983880996704,0.0,0.21734751760959625,0.0,0,1,0,2,ЛОЖЬ
1012,0.59267657995224,0.0,0.26285186409950256,0.0,0,0,0,0,ЛОЖЬ
1013,0.6370407938957214,0.0,0.2689514458179474,0.0,0,1,0,0,ЛОЖЬ
1014,0.5621865391731262,0.0,0.1778208613395691,0.0,0,1,0,15,ЛОЖЬ
1015,0.5544804334640503,0.0,0.21734751760959625,0.0,0,0,0,0,ЛОЖЬ
1016,0.607673168182373,0.0,0.20690405368804932,0.0,2,2,1,4,ЛОЖЬ
1017,0.4765896201133728,0.0,0.21734751760959625,0.0,0,0,0,1,ЛОЖЬ
1018,0.59267657995224,0.0,0.3007555902004242,0.0,0,0,0,0,ЛОЖЬ
1019,0.585111141204834,0.0,0.2568419873714447,0.0,0,0,0,0,ЛОЖЬ
1020,0.6297846436500549,0.0,0.20182321965694427,0.0,0,0,0,0,ЛОЖЬ
1021,0.9591643214225769,0.0,0.028446035459637642,0.0,0,0,0,0,ЛОЖЬ
1022,0.6584275364875793,0.0,0.23935934901237488,0.0,0,0,0,0,ЛОЖЬ
1023,0.6654205918312073,0.0,0.24509501457214355,0.0,1,0,0,0,ЛОЖЬ
1024,0.5621865391731262,0.0,0.20690405368804932,0.0,0,1,0,0,ЛОЖЬ
1025,0.523430347442627,0.0,0.2568419873714447,0.0,0,8,0,1,ЛОЖЬ
1026,0.4225146472454071,0.0,0.2814156115055084,0.0,0,0,0,1,ЛОЖЬ
1027,0.5698626637458801,0.0,0.30736804008483887,0.0,0,0,0,0,ЛОЖЬ
1028,0.7248802781105042,0.0,0.18714269995689392,0.0,3,0,1,3,ЛОЖЬ
1029,0.585111141204834,0.0,0.287777841091156,0.0,0,0,0,1,ЛОЖЬ
1030,0.585111141204834,0.0,0.3702353835105896,0.0,0,0,0,0,ЛОЖЬ
1031,0.6654205918312073,0.0,0.22816647589206696,0.0,0,0,0,0,ЛОЖЬ
1032,0.6370407938957214,0.0,0.2814156115055084,0.0,0,0,0,0,ЛОЖЬ
1033,0.8991314172744751,0.0,0.2814156115055084,0.0,0,0,0,0,ЛОЖЬ
1034,0.6224693655967712,0.0,0.2568419873714447,0.0,0,0,0,0,ЛОЖЬ
1035,0.5312193632125854,0.0,0.19194278120994568,0.0,0,0,0,5,ЛОЖЬ
1036,0.5698626637458801,0.0,0.2568419873714447,0.0,0,13,0,0,ЛОЖЬ
1037,0.5698626637458801,0.0,0.33459946513175964,0.0,0,0,0,0,ЛОЖЬ
1038,0.6297846436500549,0.0,0.1778208613395691,0.0,0,0,0,0,ЛОЖЬ
1039,0.5621865391731262,0.0,0.275139719247818,0.0,1,1,0,0,ЛОЖЬ
1040,0.5156299471855164,0.0,0.287777841091156,0.0,0,0,0,4,ЛОЖЬ
1041,0.4532718360424042,0.0,0.30736804008483887,0.0,0,0,0,0,ЛОЖЬ
1042,0.3923468291759491,0.0,0.287777841091156,0.0,0,0,0,2,ЛОЖЬ
1043,0.6654205918312073,0.0,0.287777841091156,0.0,0,3,0,0,ЛОЖЬ
1044,0.6224693655967712,0.0,0.21734751760959625,0.0,10,2,0,1,ЛОЖЬ
1045,0.5544804334640503,0.0,0.24509501457214355,0.0,0,3,0,1,ЛОЖЬ
1046,0.3276783227920532,0.0,0.3775506913661957,0.0,0,1,0,2,ЛОЖЬ
1047,0.6001983880996704,0.0,0.2568419873714447,0.0,0,2,0,0,ЛОЖЬ
1048,0.6001983880996704,0.0,0.26285186409950256,0.0,6,4,0,1,ЛОЖЬ
1049,0.538993239402771,0.0,0.2509227991104126,0.0,1,3,1,8,ЛОЖЬ
1050,0.59267657995224,0.0,0.18714269995689392,0.0,0,0,0,6,ЛОЖЬ
1051,0.8596737384796143,0.0,0.13661839067935944,0.0,0,0,0,0,ЛОЖЬ
1052,0.59267657995224,0.0,0.275139719247818,0.0,0,0,0,0,ЛОЖЬ
1053,0.33459946513175964,0.0,0.3775506913661957,0.0,0,0,0,0,ЛОЖЬ
1054,0.59267657995224,0.0,0.24509501457214355,0.0,1,2,0,0,ЛОЖЬ
